Period,SG,SN,SV,BG,BN,BV
19340717,-1.95,-1.66,-1.79,-0.45,-0.34,-0.11
19340718,1.77,1,1.04,1.57,1.23,1.83
19340719,-1.64,-0.83,-0.6,-1.06,-0.82,-1.88
19340720,-4.07,-3.7,-4.52,-2.45,-2.22,-5.66
19340721,-1.79,-2,-2.6,-0.26,-0.43,-0.98
19340723,-5.65,-6.85,-6.53,-2.99,-3.03,-7.41
19340724,-0.66,-1.61,-3.72,-1.04,-0.94,-1.91
19340725,-1.6,-1,0.25,0.85,0.33,1.87
19340726,-9.67,-9.59,-11.37,-7.1,-6.38,-11.75
19340727,0.41,2.02,1.44,2.95,1.16,4.76
19340728,5.96,4.04,6.51,1.24,1.32,2.78
19340730,-0.76,-1.13,-0.7,-0.72,-0.29,-1.31
19340731,0.1,0.32,-0.13,0.43,-0.07,-0.81
19340801,5.23,5.45,4.49,2.97,2.69,4.63
19340802,0.75,0.2,2.3,0.34,0.6,0.26
19340803,0.6,0.6,-0.68,-0.95,-0.99,-1.52
19340804,-1.69,-1.78,-1.45,-1.67,-1.78,-3.71
19340806,-1.11,-1.29,-1.27,-0.41,-0.62,-0.27
19340807,0.41,0.37,-0.61,-0.01,-0.58,-1.26
19340808,1.76,1.93,2.37,1.62,1.71,3.58
19340809,2.91,2.85,2.99,3.17,2.76,3.73
19340810,-0.72,-1.22,0.06,-1.76,-1.46,-3.6
19340811,-0.7,-0.31,-0.91,0.11,-0.09,-0.38
19340813,1.34,2.4,2.39,2.25,2.52,3.81
19340814,0.81,-0.84,-0.4,-0.65,-0.97,-1.95
19340815,0.1,0.23,0.36,-0.16,-0.05,-0.3
19340816,0.8,0.13,1.04,0.79,0.81,0.89
19340817,-0.39,-0.97,-0.6,-0.66,-0.97,-0.82
19340818,-0.91,0.32,-0.1,-0.44,0.03,-0.61
19340820,0.74,-0.52,-0.92,-0.29,-0.42,-1.01
19340821,0.47,1.69,1.83,2.07,2.07,5.02
19340822,3.31,3.6,3.51,2.15,2.08,4.09
19340823,-1.04,0.07,0.33,-0.48,-0.52,-0.79
19340824,1.79,1.03,0.92,1.29,1.43,4.47
19340825,0.19,0.72,1.35,0.04,0.25,0.65
19340827,-0.84,-1.15,-0.04,-1.23,-1.47,-3.14
19340828,-0.34,-1.05,-1.74,-0.25,-0.57,-1.15
19340829,-0.16,0.53,-0.1,-0.62,-0.63,-1.56
19340830,-2.17,-2.06,-2.42,-1.09,-1.08,-2.31
19340831,-0.42,-1.15,-0.73,0.01,-0.13,-0.23
19340901,0.12,1.19,-0.01,-0.1,0.24,0.08
19340904,-1.18,-1.48,-1.12,-0.62,-0.64,-1.34
19340905,1.24,0.97,1.69,1.42,1.24,3.37
19340906,0.09,-0.65,-0.65,-1.69,-1,-2.84
19340907,-2.33,-1.83,-2.57,-1.18,-0.87,-2.33
19340908,0.07,0.51,-0.29,-0.23,-0.14,0.03
19340910,-1.73,-2.02,-1.71,-1.87,-2.41,-3.98
19340911,-1.58,-1.3,-1.29,-0.09,-0.19,1.3
19340912,0.8,0.04,0.33,0.45,0.5,-0.34
19340913,-1.75,-0.03,-0.93,-0.07,-0.23,-1.49
19340914,-2.35,-3.21,-2.84,-2.56,-2.69,-3.85
19340915,-0.99,-0.51,-0.38,0.49,0.46,0.31
19340917,-1.3,-1.3,-1.37,-0.61,-0.4,-1.74
19340918,1.66,1.06,0.73,0.74,0.54,1.66
19340919,2.73,2.36,2.49,2.17,2.9,4.84
19340920,0.84,0.88,1.55,0.12,-0.34,0.7
19340921,2.74,2.39,1.85,2,1.69,3.08
19340922,0.76,0.24,0.93,0.18,0.19,0.34
19340924,-0.72,-0.05,-1.03,-0.79,-0.61,-1.29
19340925,2.25,1.41,1.44,2.29,2.45,5.48
19340926,0.99,0.63,0.39,-0.34,-0.12,-1.93
19340927,1.93,0.86,1.04,0.88,0.68,2.36
19340928,-2.05,-0.44,-0.2,-0.76,-1.09,-2.56
19340929,-0.84,-0.04,-1.39,0.1,-0.14,0.77
19341001,-2.21,-2.57,-2.57,-2.39,-2.65,-5.26
19341002,-0.02,0.38,0.6,0.57,0.26,0.87
19341003,0.25,-0.11,0.79,-0.02,-0.47,-0.1
19341004,-0.64,-1.46,-1.52,0.05,-0.69,0.16
19341005,3.89,3.15,2.6,1.8,1.96,2.94
19341006,-0.1,0.43,-0.1,-0.28,-0.37,0.09
19341008,-0.93,-0.5,-1.03,-0.44,-0.53,-2.08
19341009,-0.31,-1.58,-0.43,-0.71,-0.85,-2.07
19341010,2.96,1.52,2.97,2.34,1.89,4.96
19341011,2.14,2.83,2.57,1.28,1.72,2.76
19341013,-1.37,-0.13,-1.02,-0.83,-1.25,-2.34
19341015,0.02,-0.51,-0.69,-0.6,-0.66,-1.37
19341016,0.31,0.48,0.75,0.93,0.42,1.04
19341017,0.93,-0.15,-0.78,0.15,0.37,0.27
19341018,-1.16,-0.24,-0.21,0.06,-0.43,-1.26
19341019,-1.42,-1.44,-0.44,-0.57,-0.57,-0.31
19341020,0.52,0.05,0.67,0.16,0.39,-0.25
19341022,0.19,-0.38,-0.21,0.04,-0.42,-1.21
19341023,-1.05,-0.57,-1.3,-0.27,-0.33,-0.74
19341024,1.02,0.88,1.37,1.18,1.4,6.64
19341025,-1.51,-0.3,-1.17,-1.52,-1.69,-5.49
19341026,-1.47,-2.21,-2.76,-1.53,-1.09,-3.25
19341027,-0.43,-0.31,-0.13,0.06,0.25,-0.14
19341029,-0.39,-0.46,-0.94,-0.41,-0.3,-0.99
19341030,-0.11,-0.15,-0.6,0.22,0.66,0.4
19341031,0.19,0.56,-0.29,0.43,0.42,-0.06
19341101,-1.23,-0.68,-1.17,-0.13,-0.48,-1.83
19341102,3.38,1.21,1.94,1.22,1.01,1.48
19341103,1.53,2.45,1.25,0.75,0.75,1.02
19341105,1.05,1.99,0.86,0.88,0.71,0.74
19341107,0.64,1.5,2.04,1.55,1.29,3.78
19341108,0.25,0.16,0.64,-0.22,-0.58,-1.56
19341109,3.21,2.16,1.35,1.64,1.73,3.08
19341110,0.48,1.74,1.62,0.26,0.4,0.21
19341113,0.36,-0.08,-0.61,-0.17,-0.68,-1.66
19341114,-0.92,0.04,0.04,-0.01,-0.26,-0.66
19341115,2.48,2.04,1.82,0.65,-0.03,0.89
19341116,0.31,-0.94,-2.34,-0.18,-1.78,-1.53
19341117,0.35,0.08,0.53,-0.2,-1.13,-0.29
19341119,1.27,0.94,0.59,-0.11,0.58,0.36
19341120,-1.24,-0.87,-1.88,0.22,0.29,-1.42
19341121,0.14,-0.12,-0.08,-0.05,0.01,-1.33
19341122,0.12,0.09,0.55,0.43,0.33,0.4
19341123,1.59,1.39,2.02,1.31,1.23,2.39
19341124,2,1.11,1.84,0.94,0.94,2.57
19341126,0.11,0.62,1.23,0.58,1.15,2.71
19341127,0.52,-0.78,0.4,-0.63,-0.81,-0.05
19341128,0.22,-0.13,-0.87,0.97,0.77,1.33
19341130,-0.37,0.73,0.21,0.14,-0.47,-0.18
19341201,0.47,0.58,-0.22,-0.19,0.1,0.1
19341203,-1.17,-0.92,-0.7,-1.07,-0.55,-2.01
19341204,0.83,0.41,0.55,0.63,1.02,2.36
19341205,1.93,2.07,1.7,0.98,0.73,1.17
19341206,1.1,0.43,0.95,0.01,0.04,-0.93
19341207,-1.16,-0.58,-0.54,-0.51,-0.93,-1.07
19341208,-0.72,-0.34,-1.29,-0.64,-0.27,-0.78
19341210,0.58,-0.16,-0.52,-0.14,0.04,-0.32
19341211,-2.83,-2.84,-1.66,-1.89,-1.39,-2.73
19341212,0.45,-0.05,-0.31,0.06,-0.04,-0.18
19341213,0.19,0.53,-0.37,-0.58,-0.62,0.48
19341214,0.99,-0.07,0.37,-0.24,-0.09,-0.6
19341215,-0.08,-0.26,0.25,0.17,0.23,0.89
19341217,-0.65,0.09,-0.05,0.38,0.11,0.24
19341218,0.87,0.16,-0.03,-0.07,0.04,-0.47
19341219,-1.86,-1.73,-0.92,-1.15,-1.6,-3.01
19341220,-2.01,-0.57,-1.41,0.21,-0.59,-0.56
19341221,0.06,-0.02,-0.69,0.18,0.08,-0.02
19341222,1.49,-0.21,-0.22,0.04,0.07,-0.81
19341224,0.67,0.38,0.75,0.96,0.69,0.79
19341226,-1.04,-0.16,-0.83,-0.22,-1.07,-1.29
19341227,0.51,-0.11,-0.75,-0.22,0.08,-0.1
19341228,4.51,3.33,5.27,3.32,3.17,5.91
19341229,1.35,1.43,1.78,0.15,0.7,1.15
19341231,0.63,1.12,0.56,0.69,0.71,-0.13
19350102,0.83,0.42,0.58,0.39,0.01,-0.02
19350103,1.86,1.28,2.32,0.35,0.57,1.1
19350104,-1.41,-0.45,0.01,-0.33,-0.68,-0.76
19350105,0.53,1.53,1.18,0.61,0.61,1.63
19350107,0.25,0.95,1.11,0.09,0.54,1.35
19350108,-0.57,-1.41,0.2,-0.93,-1.11,-0.98
19350109,-0.93,-0.54,-1.09,-0.1,-0.08,-0.82
19350110,0.75,-0.3,-0.45,-0.26,0.23,-0.02
19350111,-3.94,-3.03,-3.31,-1.72,-1.9,-4.66
19350112,-1.23,-0.74,-1,-0.97,-0.74,-2.1
19350114,1.66,0.24,0.71,0.35,0.21,0.99
19350115,-4.17,-2.89,-4,-2.08,-2.04,-4.83
19350116,2.08,0.73,1.04,1.27,1.43,2.37
19350117,1.18,1.33,1.69,0.62,0.34,0.57
19350118,0.57,2.19,0.85,0.61,0.38,0.46
19350119,0.55,1.21,1.12,0.39,0.42,2.43
19350121,0.79,-0.24,0.52,0.29,0.39,-0.47
19350122,-0.8,-1.02,-1.12,-0.67,-0.41,-1.45
19350123,-0.6,-0.96,0.14,0.18,0.07,-1.04
19350124,-0.72,-0.02,-0.5,-0.44,-0.47,-0.32
19350125,0.67,0.36,0.35,0.51,0.22,0.1
19350126,-0.71,0.18,-0.37,-0.16,-0.23,-1.36
19350128,-2.05,-2.41,-2.79,-1.31,-1.34,-2.13
19350129,-1.44,-1.35,-1.46,-0.81,-0.45,-2
19350130,0.67,0.78,0.43,0.37,0.4,1.56
19350131,0.78,0.71,1.15,0.78,0.77,1.33
19350201,0.11,-0.46,0.23,-0.34,-0.14,-1.32
19350202,-0.85,0.07,-0.32,0.5,0.04,0.54
19350204,-0.04,-0.65,-0.63,-0.86,-0.82,-2.01
19350205,-1.74,-2.26,-2.2,-0.91,-0.77,-2.58
19350206,-1.67,-1.25,-2.05,-0.96,-1.21,-1.81
19350207,-0.02,0.96,0.93,0.86,1.13,1.83
19350208,3.83,2.22,2.19,1.96,1.01,3.07
19350209,-0.08,1.05,1.97,0.32,0.57,0.01
19350211,-0.62,-0.63,-0.95,-0.32,-0.28,-1.71
19350213,-0.76,0.24,-0.15,0.26,0.08,-0.97
19350214,0.38,-0.14,0.41,0.07,0,0.05
19350215,1.88,1.25,0.8,0.96,0.12,0.98
19350216,0.3,-0.24,-0.81,0.07,-0.49,-0.55
19350218,3.28,3.31,3.22,2.51,2.82,8.4
19350219,-0.7,-0.84,-0.21,-1.18,-1.22,-3.75
19350220,-1.7,-1.93,-1.32,-1.23,-1.25,-3.64
19350221,-0.66,-0.6,-0.93,0.06,0.02,-1.13
19350223,-1.44,-2.07,-1.8,-1.55,-0.89,-5.11
19350225,-1.25,-0.17,-1.55,-0.19,0.11,-0.99
19350226,-2.1,-3.28,-3.29,-0.62,-0.81,-4.26
19350227,-0.76,0.65,-0.96,0.12,0.25,2.81
19350228,1.24,0.05,1.55,-0.27,0.09,-1.12
19350301,2.14,0.81,0.47,0.43,0.12,3.1
19350302,0.46,0.99,0.15,0.27,0.05,-0.37
19350304,-0.67,-0.71,-0.9,-0.51,-0.36,-2.02
19350305,-3.08,-3.43,-3.43,-2.49,-2.18,-5.89
19350306,-2.25,-2.25,-2.08,-0.32,-0.89,-1.74
19350307,0.63,1.21,0.39,1.18,0.87,2.01
19350308,1.25,0.44,0.12,-0.16,-0.22,0.29
19350309,-1.17,-0.65,0.7,-0.5,-0.85,-1.4
19350311,-2.6,-2.02,-3.98,-1.67,-1.35,-3.78
19350312,-1.75,-2.45,-3.86,-2.01,-1.32,-2.85
19350313,-2.36,-1.27,-1.81,0.26,-0.02,0.27
19350314,-2.6,-1.65,-2.66,-1.12,-1.32,-3.16
19350315,4.02,0.95,0.59,1.63,1.8,4.23
19350316,0.3,1.16,1.76,-0.14,-0.29,-0.09
19350318,-0.89,-1.43,-1.28,-0.81,-1.17,-2.11
19350319,1.33,1.56,1.59,1.24,1.5,2.1
19350320,0.67,-0.13,0.75,0.17,0.14,-1.02
19350321,1.38,1.61,1.67,1.28,2.21,4.55
19350322,0.99,1.67,1.77,0.96,1.18,3.84
19350323,0.01,0.53,0.2,-0.63,-0.78,-2.16
19350325,-0.43,-1.63,-0.58,-0.3,-0.38,-1.18
19350326,-0.64,-0.66,-0.83,-0.63,-0.89,-2.09
19350327,-1.13,0.44,0.27,0.8,0.72,1.85
19350328,0.49,0.08,-0.77,-0.09,-0.08,-0.85
19350329,0.09,-0.86,-0.61,0.05,0.1,0.2
19350330,0.05,0.53,0.73,0.11,0.19,1.04
19350401,-0.79,0.21,1.23,0.49,0.85,1.44
19350402,-0.06,0.2,-0.76,-0.43,-0.06,-2.09
19350403,-1.36,-0.85,-1.17,-0.32,-0.45,-1.28
19350404,-0.88,0.68,0.89,0.81,1.6,3.57
19350405,3.16,1.94,2.49,1.69,2.24,5.78
19350406,0.45,1.04,1.88,0.62,0.2,1.58
19350408,0.14,0,0.62,-0.23,0.09,-2.84
19350409,2.05,1.45,2.16,1.64,1.43,4.69
19350410,1.57,0.64,0.83,-0.35,-0.08,-1.79
19350411,-0.59,-0.43,-1.17,-0.54,-0.63,-1.4
19350412,-0.33,0.39,0.6,0.77,1.18,3.13
19350413,1.78,1.38,1.6,0.94,1.08,2.66
19350415,0.92,0.26,0.89,0.79,0.53,-1.25
19350416,-0.4,0,0.44,0.48,-0.04,-0.98
19350417,-1.2,-0.08,-1.47,-1,-1.46,-2.19
19350418,0.54,0.86,0.51,1.63,0.84,1.47
19350420,2.99,3.03,1.86,1.87,2.02,3.9
19350422,1.11,1.38,1.26,0.28,0.75,0.28
19350423,0.27,-1.39,0.12,0.03,0.53,1.42
19350424,-0.87,-0.55,-0.25,-0.9,-0.54,-1.4
19350425,1.34,1.23,-0.17,1.14,1.07,3.14
19350426,0.13,-0.74,-0.22,-0.52,-0.23,0.14
19350427,-1.55,-1.07,-1.42,-0.49,-0.94,-1.51
19350429,0.28,0.01,-0.04,0.35,0.72,-0.63
19350430,-1.97,-0.75,-0.68,-0.8,-1.04,-2.81
19350501,-0.14,-0.06,0.35,-0.56,-0.02,-0.01
19350502,0.18,-0.4,0.17,0.12,0.69,0.23
19350503,0.26,1.34,0.49,1.71,0.9,1.36
19350504,0.52,0.37,0.06,0.65,0.78,1.07
19350506,-0.75,-0.42,-0.24,-0.76,-0.48,-1.4
19350507,-0.28,-1.02,-1.39,-0.21,-0.57,-2.92
19350508,1.55,2.78,1.45,2.35,2.54,4.12
19350509,1.35,1.29,2.03,0.63,1.18,1.84
19350510,-0.51,0.37,0.02,0.57,0.56,0.49
19350511,0.03,-0.18,0.29,0.36,0.29,1.83
19350513,0,-0.05,1.06,0.07,-0.13,-0.12
19350514,1.02,-0.03,0.32,0.13,-0.29,-0.04
19350515,-0.01,-0.05,0.28,0.44,0.83,0.41
19350516,1.99,3.19,3.48,1.84,1.75,3.21
19350517,-0.66,-0.17,-0.7,-0.53,0.02,-0.04
19350518,-0.31,-0.57,-0.79,-1.21,-0.91,-1.63
19350520,0.08,-0.13,-0.06,0.28,-0.1,-0.27
19350521,0.69,0.94,0.65,0.95,0.63,0.41
19350522,-1.05,-0.21,-0.25,0.78,0.57,-0.05
19350523,0.76,1.23,1.11,0.26,0.24,0.56
19350524,-0.62,0.04,-0.13,-0.63,0.04,0.66
19350525,-3.45,-0.56,-0.32,-0.24,-0.65,-0.77
19350527,0.47,-0.19,0.21,0.33,0.83,1.71
19350528,-2.94,-3.02,-3.04,-1.6,-2.68,-3.55
19350529,-1.55,-1.45,-2.42,-1.67,-0.91,-1.22
19350531,-1.36,-0.58,-0.83,-0.87,-0.73,-1.63
19350601,-2.1,-1.77,-2.05,-0.74,-0.74,-0.87
19350603,2.27,1.37,0.77,1.19,1.8,1.92
19350604,1.53,2.48,1.47,2.34,1.94,3.65
19350605,0.08,0.19,0.8,0.22,0.95,-1.31
19350606,-0.69,-0.97,-0.97,-0.3,-0.85,-1.18
19350607,-1.04,0.3,-0.02,0.53,0.47,0.12
19350608,1.67,1.29,0.49,0.54,0.82,2.15
19350610,0.93,0.38,0.24,0.73,0.33,-0.79
19350611,1.06,1.2,1.56,1.04,1.26,3.25
19350612,0.8,0.33,0.66,-0.42,-1.09,-1.49
19350613,-0.1,0.2,-0.16,0.57,0.56,0.18
19350614,1.59,1.08,0.72,0.91,0.94,2.71
19350615,0.21,-0.11,0.87,0.4,0.29,1.24
19350617,-0.31,-0.11,-0.62,-0.26,-0.07,-1.54
19350618,0.22,0.62,0.58,0.3,0.03,1.39
19350619,-1.01,-0.97,-1.1,-0.43,-0.48,-1.6
19350620,-0.41,-0.74,-1.62,-1,-0.61,-0.75
19350621,1.56,2.79,1.66,2.13,1.73,3.02
19350622,1.97,0.32,0.75,1.01,0.94,2.23
19350624,-0.28,-0.38,-0.46,-0.31,-0.58,-1.2
19350625,-1.2,-1.59,-1.22,-1.42,-1.14,-1.89
19350626,-1.37,-0.65,-0.95,-1.01,-1.17,-2.07
19350627,-0.13,-0.41,-0.97,-0.2,-0.47,-0.31
19350628,0.49,1.24,0.4,0.61,1,1.6
19350629,-0.15,-0.05,0.18,-0.14,-0.28,-0.31
19350701,0.06,0.08,0.38,0.3,0.61,0.49
19350702,-0.15,-0.42,-0.89,0.02,0.18,-1.1
19350703,-0.03,0.64,0.32,0.46,0.45,1.34
19350705,0.98,1.08,1.01,1.09,0.8,2.23
19350706,0.61,0.4,0.4,0.21,0.24,-0.4
19350708,1.78,1.41,0.29,1.09,0.9,1.36
19350709,-0.04,-0.2,0.62,-0.38,-0.14,0.44
19350710,0.62,0.73,0.84,0.77,0.41,0.79
19350711,-0.48,-0.52,-1.07,-0.72,-1.12,-2.31
19350712,0.26,1.32,0.38,0.94,0.42,1.01
19350713,0.64,0.09,0.5,-0.19,0.06,0.27
19350715,-0.74,0.26,1.55,-0.33,-0.5,1.47
19350716,0.16,-0.18,-1.56,0.26,0.06,-0.64
19350717,1.01,1.34,1.04,0.81,0.68,0.39
19350718,0.65,0.95,0.59,0.39,-0.5,0.52
19350719,-0.38,-0.38,-0.64,-0.65,-0.95,-1.88
19350720,0.07,0.55,-0.05,0.35,0,0.94
19350722,0.54,2.13,1.32,1.25,1.28,3.3
19350723,0.21,-0.06,0.86,-0.01,-0.1,0.76
19350724,0.47,0.8,0.31,0.26,0.64,0.69
19350725,-1.05,-0.69,-0.35,-0.82,-0.71,-2.02
19350726,0.68,0.31,0.9,0.21,0.79,1.17
19350727,0.95,1.02,1.4,0.74,0.9,2.65
19350729,0.52,1.35,2.86,0.95,0.97,3.41
19350730,0.28,-0.53,-0.42,-0.64,-0.41,-1.72
19350731,0.7,1.22,1.37,0.47,1.23,2.6
19350801,-0.47,0.36,0.69,-0.41,-0.07,-1.64
19350802,-0.77,-1.11,-0.48,-0.83,-0.32,-1.18
19350803,1.1,0.2,1.73,0.85,1.54,3.43
19350805,1.22,0.58,2.78,0.32,0.94,0.57
19350806,-0.69,-0.06,1.6,0.36,-0.72,-0.87
19350807,-0.81,-0.25,-1.18,0.13,-0.63,-0.88
19350808,1.1,1.53,0.33,0.39,0.14,0.76
19350809,1.15,1.69,2.26,1.56,2,3.56
19350810,0.71,0.71,1.64,0.78,0.71,1.89
19350812,-1.13,0.18,2.78,-0.28,0.63,1.06
19350813,0.32,0.26,3.3,0.26,0.78,1.7
19350814,0.96,0.4,0.52,0.17,0.35,-0.22
19350815,-0.51,1.17,-1.22,-0.57,-0.5,-2.44
19350816,1.12,1.18,1.57,0.29,0.92,3.72
19350817,0.26,0.9,1.9,0.09,0.45,1.33
19350819,-0.42,-1.6,-2.66,-1.61,-2.02,-3.94
19350820,-1.39,0.51,-0.84,0.26,-0.54,1.31
19350821,1.89,2.18,2.47,0.67,0.84,0.91
19350822,-0.08,0.28,0.81,0.19,0.82,0.47
19350823,1.43,0.65,1.12,0.56,-0.52,-0.71
19350824,-2.24,-2.56,-4.31,-1.03,-2.2,-4.09
19350826,0.82,1.56,1.03,1.1,0.88,2.2
19350827,-1.68,-3.22,-4.65,-1.88,-2.58,-5.33
19350828,-0.83,-0.35,-0.51,-0.23,-0.16,-0.35
19350829,1.27,1.55,1.86,0.27,0.53,1.09
19350830,0.3,0.12,0.42,0.41,0,1.07
19350831,1.64,1.13,1.07,0.52,1.06,1.12
19350903,-0.93,-1.2,-1.1,-0.7,-0.68,-1.35
19350904,0.74,1.13,0.19,1.14,1.12,2.1
19350905,1.16,1.94,3.4,0.96,0.9,2.53
19350906,1.69,1.37,1.37,1.27,0.76,2.53
19350907,0.36,0.6,0.73,0.46,1.04,0.93
19350909,0.57,-0.06,-0.45,0.53,-0.06,-0.07
19350910,1.49,0.28,0.19,0.83,0.37,-0.1
19350911,0.12,0.58,1.03,0.69,0.15,0.39
19350912,-1.13,-0.63,-1.33,-0.9,-0.82,-1.22
19350913,0.17,0.48,0.4,0.07,-0.01,0.49
19350914,0.17,-0.29,-0.77,-0.18,-0.19,0.01
19350916,-0.84,-0.74,-0.79,-0.17,-0.69,-0.57
19350917,1.04,0.13,0.07,0.79,-0.4,1.05
19350918,0.7,1.43,1.34,0.46,0.93,0.77
19350919,-1.99,-1.85,-2,-1.77,-1.37,-2.87
19350920,-2.46,-2.87,-3.28,-2.23,-2.26,-4.72
19350921,-0.15,0.4,0.11,0.39,0.06,0.26
19350923,1.33,1.18,1.38,0.48,0.86,2.01
19350924,0.94,1.95,1.53,1.25,0.68,1.12
19350925,0.38,0.12,0.73,0.32,0.54,-0.04
19350926,-0.26,0.09,-0.74,0.12,0.04,-0.85
19350927,0.38,0.78,0.12,0.25,-0.43,-0.32
19350928,1.48,0.48,0.14,0.22,0.1,-0.14
19350930,0.13,0.22,-1.48,0.38,0.11,-0.62
19351001,-1.71,-0.64,-1.21,-0.82,-0.86,-2.51
19351002,-4.3,-5.76,-4.89,-2.87,-2.66,-6.52
19351003,2.45,2.56,0.32,1.21,1.01,2.82
19351004,1.65,1.75,2.8,0.75,0.65,1.15
19351005,1.23,0.89,1.67,0.62,0.75,1.45
19351007,0.13,0.65,1.18,0.35,0.8,1.76
19351008,-0.55,-0.79,-0.87,-0.57,-0.09,-2.3
19351009,0.24,0.66,0.13,0.34,0.17,0.79
19351010,3.7,3.58,2.71,1.85,1.47,3.73
19351011,-1.2,-0.09,-0.07,0.71,0.03,-0.95
19351014,1.31,1.26,-0.21,1.38,0.61,1.8
19351015,-0.1,1.09,0.6,0.7,0.55,1.5
19351016,0.04,-0.04,-1.18,-0.17,-0.13,-1.62
19351017,-0.09,-0.18,-0.41,-0.25,-0.4,-1.32
19351018,1.34,-0.1,-0.4,-0.32,-0.38,-0.18
19351019,2.59,1.79,0.76,1.46,1.21,2.64
19351021,2.27,1.96,1.1,1.58,0.82,1
19351022,-0.95,-0.83,1.54,-0.73,1.01,1.82
19351023,1.17,0.92,0.52,0.66,1.02,0.88
19351024,0.23,-0.17,-0.33,-0.05,0.73,-1.21
19351025,2.3,1.66,1.86,0.76,1,1.4
19351026,0.74,0.78,1.12,0.84,0.53,0.92
19351028,-0.52,-0.72,0.18,-0.58,-0.35,-0.12
19351029,-0.44,-0.44,0.06,-0.36,0.09,-0.01
19351030,-1.72,-0.84,-1.39,-0.76,-0.52,-1.69
19351031,0.91,1.65,1.29,0.77,0.73,1.27
19351101,1.92,1.81,1.82,1.08,0.87,1.57
19351102,-0.84,0.44,0.31,0.26,-0.19,-0.35
19351104,0.27,0.27,0.34,-0.04,0.56,0.9
19351106,1.48,1.95,0.93,2.1,0.86,3.38
19351107,-0.64,-0.64,-0.8,-0.44,0.07,-1.39
19351108,0.31,0.33,0.67,0.21,1.02,0.78
19351109,-0.07,-0.27,-0.28,0.4,-0.29,-0.33
19351112,-1.46,-1.72,-1.98,-0.87,-0.87,-2.37
19351113,1.37,2.56,2.33,0.83,1.28,3.87
19351114,1.08,1.48,3.47,1.44,1.53,2.98
19351115,1.04,1.07,0.87,0.26,0.64,0.75
19351116,0.92,1.25,1.1,0.47,0.62,1.64
19351118,-0.22,0.02,0.66,-0.36,-0.45,-0.86
19351119,1.91,1.84,1.91,1.29,1.05,2.69
19351120,-1.07,-1.37,-1.39,-0.99,-0.79,-0.82
19351121,2.13,2.2,3.81,0.77,0.99,3.44
19351122,-2.11,-2.46,-1.87,-1.81,-1.31,-3.69
19351123,2.79,3.81,4.29,1.19,1.66,4.2
19351125,0.59,-1.22,0.61,-1.16,-0.54,-0.69
19351126,-2.69,-1.84,-1.77,-1.51,-1.21,-2.43
19351127,0.87,1.85,3.35,0.84,0.81,2.82
19351129,-1.25,-1.15,-0.95,-0.96,-0.7,-2.17
19351130,0.38,0.03,0.6,0.11,-0.06,0.29
19351202,-1.57,-0.64,-0.6,-1.36,-1.09,-1.52
19351203,1.47,2.74,1.79,1.91,2.25,3.73
19351204,0.88,1.68,2.46,0.58,1.11,2.88
19351205,0.15,0.48,-0.09,-0.13,0.19,-0.49
19351206,0.36,-0.11,-0.31,-0.29,0.22,-0.13
19351207,0.63,0.95,1.22,0.75,0.91,1.77
19351209,-0.07,0.88,-0.03,0.45,0.13,0.65
19351210,-1.38,-1.3,-2.18,-1.07,-0.99,-3
19351211,1.14,1.45,0.26,0.26,0.3,0.88
19351212,-1.07,-1.27,-1.69,-1.06,-0.52,-2.26
19351213,-0.56,-0.65,-1.92,-0.89,-0.87,-1.49
19351214,0.42,0.21,0.82,0.35,0.36,0.12
19351216,-1.4,-1.37,-1.5,-0.71,-0.87,-2.1
19351217,1.59,0.71,0.34,0.77,0.41,2.03
19351218,-0.31,0.07,0.39,-0.15,-0.03,-0.12
19351219,0.24,-0.59,-1.21,-0.3,-0.6,-1.66
19351220,0.56,0.28,-0.83,0.51,0.23,2.05
19351221,0.85,1.6,1.26,0.42,0.72,0.86
19351223,-0.55,0.79,-0.77,0.25,0.23,0.26
19351224,0.75,0.39,0.39,0.74,0.16,2.65
19351226,0.94,0.85,1.07,0.12,0.66,0.45
19351227,0.07,-0.31,-0.8,-0.01,0.01,-1.25
19351228,-1.38,-0.81,-1.32,-0.54,-0.47,-0.46
19351230,2.12,2.15,3.06,1.35,2.2,2.75
19351231,1.88,1.62,2.39,1.08,1.14,2.11
19360102,2.19,0.87,2.07,-0.12,0.76,0.39
19360103,0.93,0.53,2.84,0.69,0.97,1.68
19360104,0.09,-0.53,0.79,-0.55,-0.02,-0.26
19360106,-0.78,-1.36,-1.56,-0.48,-0.76,-0.93
19360107,1.21,1.39,2.66,1.06,1.18,3.86
19360108,0.72,0.76,0.53,0.53,1.14,0.55
19360109,-0.15,0.2,-0.22,-0.17,-0.36,-1.17
19360110,2.38,2.47,3.39,0.89,0.8,0.86
19360111,-0.11,-0.18,0.69,-0.2,-0.17,-0.74
19360113,-0.5,-0.48,0.89,-0.04,0.38,1.78
19360114,0.22,0.56,1.63,0.22,0.88,-0.09
19360115,-0.41,-0.71,-0.34,-0.69,-0.25,-1.28
19360116,0.86,0.87,2.16,0.05,0.39,1.2
19360117,0.69,-0.12,-0.07,0.13,-0.27,-0.8
19360118,-0.71,-1.56,-1.94,-0.7,-0.68,-1.46
19360120,-0.4,-0.75,-1.11,-0.43,-0.62,-1.54
19360121,-0.69,-0.68,-1.51,-0.61,-0.36,-0.34
